word,rank,frequency,source,level,tags,translation,bnc,frq
jet,2442,0.00031807,ecdict_education,gk,gk cet4 cet6,"n. 喷射流, 喷嘴, 煤玉\nv. 射出, 迸出, 喷射\na. 黑而发亮的, 墨黑的",3846,3144
temporary,2443,0.00031746,ecdict_education,gk,gk cet4 cet6 ielts toefl,"a. 暂时的, 临时的\nn. 临时工, 临时雇员\n[计] 临时",2302,3150
bite,2444,0.00031716,ecdict_education,gk,gk cet4 ielts toefl,"n. 咬, 一口\nv. 咬, 刺痛, 穿透",3294,3153
edition,2445,0.00031696,ecdict_education,gk,gk cet4 cet6 ielts,"n. 版本, 版, 翻版",2537,3155
pine,2446,0.00031666,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 松树, 松木\nvi. 消瘦, 憔悴, 痛苦, 怀念, 渴望\n[计] 邮件程序",5081,3158
brilliant,2447,0.00031656,ecdict_education,gk,gk cet4 ielts,"a. 光辉的, 灿烂的, 有才气的\n[机] 亮的",2429,3159
chef,2448,0.00031606,ecdict_education,gk,gk toefl gre,n. 厨师,6149,3164
absolute,2449,0.00031596,ecdict_education,gk,gk cet4 cet6 toefl gre,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",2420,3165
discrimination,2450,0.00031576,ecdict_education,gk,gk cet4 cet6 toefl,"n. 差别, 岐视, 辨别力\n[化] 鉴别",3592,3167
boom,2451,0.00031536,ecdict_education,gk,gk ielts toefl gre,"n. 繁荣, 隆隆声\nvi. 急速发展, 发隆隆声\nvt. 使兴旺, 发隆隆声",3920,3171
appoint,2452,0.00031526,ecdict_education,gk,gk cet4 cet6 toefl gre,"vt. 任命, 指定, 下令\n[法] 派, 派任, 任命",1272,3172
register,2453,0.00031516,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 寄存器, 记录, 登记簿, 注册\nvt. 记录, 注册, 提示, 表达, 把...挂号\nvi. 登记, 注册, 挂号\n[计] 寄存器",2430,3173
lemon,2454,0.00031456,ecdict_education,gk,gk cet4 ielts,"n. 柠檬, 柠檬树, 柠檬色\n[医] 柠檬",4583,3179
wander,2455,0.00031417,ecdict_education,gk,gk cet4 cet6 ielts toefl,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒\nvt. 在...漫游",3027,3183
submit,2456,0.00031407,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"vt. 使服从, 使受到, 委托, 提交, 认为\nvi. 屈服, 服从",2259,3184
nut,2457,0.00031368,ecdict_education,gk,gk cet4 cet6,"n. 坚果, 核心, 螺帽\n[计] Novell NetWare服务器实用程序",4276,3188
extension,2458,0.00031348,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",2123,3190
battery,2459,0.00031319,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 电池, 殴打\n[化] 蓄电池",3400,3193
arrival,2460,0.00031309,ecdict_education,gk,gk cet4 ielts,"n. 到达, 抵达, 到达者\n[经] 到达, 到达物",2281,3194
flame,2461,0.00031260,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 火焰, 火舌, 热情, 光辉\nvt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动\nvi. 燃烧, 爆发, 闪耀\n[计] 无聊邮件, 无益邮件",3195,3199
garage,2462,0.00031172,ecdict_education,gk,gk cet4 cet6 ielts,"n. 车库, 汽车修理厂, 机库\nvt. 把车送入修车场",3113,3208
flesh,2463,0.00031162,ecdict_education,gk,gk cet4 ielts,"n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体\nvt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉\nvi. 长胖",3036,3209
operator,2464,0.00031153,ecdict_education,gk,gk cet4 cet6 toefl,"n. 操作员, 行家, 经纪人, 算子, 运算符\n[计] 运算符",2700,3210
comedy,2465,0.00031095,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 喜剧, 有趣的事情",4172,3216
civilian,2466,0.00031066,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 平民, 民法专家\na. 平民的, 百姓的, 民用的",5055,3219
weekly,2467,0.00031056,ecdict_education,gk,gk cet4 cet6 ielts,"n. 周刊, 周报\na. 每周的, 一周一次的, 周刊的\nadv. 每周, 一周一次",3186,3220
grain,2468,0.00031037,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 谷粒, 颗粒, 谷类, 纹理, 本质\nv. (使)成谷粒",3226,3222
devote,2469,0.00031008,ecdict_education,gk,gk cet4 cet6 ielts toefl,"vt. 投入于, 献身",3407,3225
province,2470,0.00030979,ecdict_education,gk,gk cet4 cet6 toefl,"n. 省, 地方, 职权, 领域\n[法] 省, 地方, 领域",2565,3228
ease,2471,0.00030969,ecdict_education,gk,gk cet4 cet6 ielts,"n. 安乐, 安逸, 悠闲\nvt. 使安乐, 使安心, 减轻, 放松\nvi. 减轻, 放松, 灵活地移动",3093,3229
seize,2472,0.00030960,ecdict_education,gk,gk cet4 cet6 toefl,"vt. 抓住, 逮捕, 俘获, 没收, 扣押, 掌握\nvi. 突然抓住, 利用",2974,3230
permission,2473,0.00030931,ecdict_education,gk,gk cet4 cet6 toefl,"n. 许可, 允许\n[计] 许可, 认可",2468,3233
actress,2474,0.00030902,ecdict_education,gk,gk cet4,n. 女演员,4829,3236
gifted,2475,0.00030893,ecdict_education,gk,gk toefl,a. 有天才的,8603,3237
acid,2476,0.00030883,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 酸, 酸类物质, 尖刻, 迷幻药\na. 酸的, 酸性的, 尖刻的, 敏锐的\n[计] 自动文档互参与索引生成程序",1597,3238
medium,2477,0.00030855,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 媒体, 方法, 媒介\na. 半生熟的, 中间的\n[计] 媒体, 中",951,3241
shore,2478,0.00030826,ecdict_education,gk,gk cet4 cet6 toefl,"n. 海岸, 海滨, 斜撑柱\nvt. 把...送上岸, 支撑, 支持",3519,3244
distinguish,2479,0.00030807,ecdict_education,gk,gk cet4 cet6 ielts toefl,"v. 区别, 辨别",2265,3246
lung,2480,0.00030798,ecdict_education,gk,gk cet4 cet6 toefl,"n. 肺, 肺脏, 空地\n[医] 肺",3808,3247
running,2481,0.00030750,ecdict_education,gk,gk,"n. 赛跑, 流出, 运转\na. 流动的, 跑着的, 连续的",3269,3252
competitor,2482,0.00030684,ecdict_education,gk,gk cet6,"n. 竞争者\n[经] 竞争者, 竞争对手",3328,3259
powder,2483,0.00030675,ecdict_education,gk,gk cet4 cet6 toefl,"n. 粉, 粉末, 火药\nvt. 搽粉于, 搽粉, 撒粉, 使成粉末\nvi. 搽粉, 变成粉末",4272,3260
worried,2484,0.00030665,ecdict_education,gk,gk,"a. 担心的, 闷闷不乐的",2284,3261
persuade,2485,0.00030628,ecdict_education,gk,gk cet4 cet6 toefl,"vt. 劝, 使相信, 恳求, 敦促, 说服\nvi. 劝服, 被说服",1776,3265
cookie,2486,0.00030590,ecdict_education,gk,gk,"n. 饼干, 小甜点\n[建] 糕点",21236,3269
carrier,2487,0.00030572,ecdict_education,gk,gk cet4 cet6 ielts,"n. 运送者, 邮递员, 带菌者\n[计] 载波",3636,3271
frequent,2488,0.00030562,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"a. 时常发生的, 频繁的, 快速的\nvt. 时常来访, 常常聚集, 常与...交往",3109,3272
ban,2489,0.00030553,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 禁令\nvt. 禁止, 取缔",2824,3273
awful,2490,0.00030525,ecdict_education,gk,gk cet4 cet6 ielts,"a. 可怕的, 庄严的, 虔敬的",2660,3276
admire,2491,0.00030516,ecdict_education,gk,gk cet4 toefl gre,"vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇",3283,3277
widespread,2492,0.00030469,ecdict_education,gk,gk cet4 cet6 toefl,"a. 充分伸展的, 广布的, 普及的, 流传广的",2621,3282
identification,2493,0.00030404,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 识别, 身份证明, 认同\n[化] 鉴定; 鉴别; 鉴别法; 认证",3230,3289
turkey,2494,0.00030377,ecdict_education,gk,gk cet4 cet6,"n. 火鸡, 无用的家伙, 土耳其",4180,3292
headline,2495,0.00030367,ecdict_education,gk,gk cet4 cet6,"n. 大标题, 新闻摘要\nvt. 为...做标题, 写标题",4488,3293
adequate,2496,0.00030331,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"a. 适当的, 足够的\n[法] 胜任的, 适当的, 充分的",2398,3297
blanket,2497,0.00030248,ecdict_education,gk,gk cet4 ielts toefl,"n. 毛毯, 毯子\nvt. 掩盖, 覆盖\na. 总共的",3938,3306
concrete,2498,0.00030211,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 凝结物, 混凝土\na. 具体的, 实在的, 混凝土的\nv. (使)凝结, 用混凝土浇筑",3840,3310
prescription,2499,0.00030202,ecdict_education,gk,gk cet6 ielts toefl gre,"n. 处方, 命令, 指定\n[医] 处方, 药方",5595,3311
brick,2500,0.00030166,ecdict_education,gk,gk cet4 toefl,"n. 砖块, 积木\na. 用砖做的\nvt. 用砖造, 用砖砌",2814,3315
consensus,2501,0.00030148,ecdict_education,gk,gk cet6 ielts toefl gre,"n. 合意, 一致, 同感\n[计] 合意",3897,3317
painter,2502,0.00030102,ecdict_education,gk,gk cet4,"n. 画家, 油漆匠\n[机] 油漆匠, 喷漆匠",3579,3322
defeat,2503,0.00030066,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 败北, 失败\nvt. 击败, 使落空",2560,3326
swear,2504,0.00030030,ecdict_education,gk,gk cet4 cet6 ielts gre,"vt. 发誓, 咒骂, 使宣誓\nvi. 发誓, 诅咒\nn. 诅咒, 誓言",3224,3330
slice,2505,0.00030003,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 薄的切片, 一部分, 菜刀\nvt. 切成薄片, 切下\nvi. 切\n[计] 片",4346,3333
occupation,2506,0.00029994,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 职业, 占有, 占有期, 占领, 占领军\n[经] 占有, 占用, 职业",2591,3334
sacred,2507,0.00029958,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的\n[法] 神圣的, 不可侵犯的",4692,3338
exact,2508,0.00029931,ecdict_education,gk,gk cet4 toefl gre,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需",3270,3341
sigh,2509,0.00029860,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 叹息\nvi. 叹息, 渴望\nvt. 叹息着说",3085,3349
soccer,2510,0.00029824,ecdict_education,gk,gk cet4 cet6,n. 英式足球,4895,3353
gallery,2511,0.00029815,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 走廊, 最高楼座, 画廊, 收集, 图库\n[计] 图库",1714,3354
lap,2512,0.00029771,ecdict_education,gk,gk cet4 cet6 ielts gre,"n. 膝盖, 舔, 一圈, 下摆, 衣兜, 山坳\nvi. 重叠, 围住, 轻拍, 舔\nvt. 包围, 抱...在膝上, 使重叠, 舔, 拍打, 泼溅\n[计] 链接访问程序",4140,3359
container,2513,0.00029753,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 容器, 集装箱\n[化] 集装箱; 贮存箱; 容器(任何一种)",4126,3361
virtue,2514,0.00029744,ecdict_education,gk,gk cet4 cet6 toefl,"n. 德行, 美德, 优点, 功效, 效力\n[法] 美德, 贞操, 优点",2960,3362
architect,2515,0.00029718,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 建筑师, 设计者, 缔造者",2891,3365
decrease,2516,0.00029674,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 减少, 减少量\nv. 减少",4237,3370
rail,2517,0.00029647,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 横杆, 围栏, 栏杆, 铁轨, 扶手, 秧鸡\nvt. 以横木围栏, 给...铺铁轨\nvi. 责骂, 抱怨",1961,3373
anniversary,2518,0.00029638,ecdict_education,gk,gk cet6 ielts,n. 周年纪念,3440,3374
mess,2519,0.00029577,ecdict_education,gk,gk cet4 cet6 ielts,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境\nvt. 将...弄糟, 妨碍, 使紊乱, 使就餐\nvi. 陷入困境, 搞乱, 用膳",3437,3381
adolescent,2520,0.00029533,ecdict_education,gk,gk cet6 toefl gre,"a. 青春期的, 青少年的\nn. 青少年",8678,3386
upset,2521,0.00029516,ecdict_education,gk,gk cet4 cet6 ielts toefl,"a. 弄翻的, 混乱的, 心烦的\nvt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦\nvi. 翻倒",3776,3388
remark,2522,0.00029507,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 评论, 注意\nvt. 评论, 注意\nvi. 评论, 谈论\n[计] 注释",2581,3389
resign,2523,0.00029499,ecdict_education,gk,gk cet4 cet6 ielts,"vt. 辞职, 放弃, 使顺从\nvi. 辞职, 屈从",2549,3390
reward,2524,0.00029481,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 报酬, 酬谢, 赏金\nvt. 奖赏, 酬谢, 给...应有报应",2819,3392
gentle,2525,0.00029472,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"a. 温和的, 文雅的",2778,3393
organ,2526,0.00029464,ecdict_education,gk,gk cet4 cet6 ielts,"n. 风琴, 器官, 元件, 机构, 机关\n[电] 风琴",3101,3394
laughter,2527,0.00029438,ecdict_education,gk,gk cet4 cet6,"n. 笑, 笑声\n[医] 笑, 大笑",3321,3397
receiver,2528,0.00029403,ecdict_education,gk,gk cet4 cet6 toefl,"n. 接收器；接受者；收信机；收款员, 接待者",3543,3401
northwest,2529,0.00029386,ecdict_education,gk,gk cet4 cet6,"n. 西北, 西北方\na. 西北的, 在西北的, 来自西北的\nadv. 向西北",14975,3403
insect,2530,0.00029369,ecdict_education,gk,gk cet4 cet6 ielts,"n. 昆虫, 卑鄙的人\n[医] 昆虫",3450,3405
interrupt,2531,0.00029351,ecdict_education,gk,gk cet4 cet6 toefl gre,"vt. 中断, 妨碍, 插嘴\nvi. 打断\nn. 中断\n[计] 中断",3386,3407
superior,2532,0.00029326,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 长者, 占优势的人, 上级\na. 上级的, 出众的, 高傲的",3513,3410
surgeon,2533,0.00029300,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 外科医生, 军医, 船医\n[医] 外科医师",3940,3413
hunt,2534,0.00029240,ecdict_education,gk,gk cet4 cet6 ielts,"n. 狩猎, 追捕, 搜寻, 猎区\nvt. 狩猎, 打猎, 搜索\nvi. 打猎, 猎食, 搜寻",4330,3420
pill,2535,0.00029197,ecdict_education,gk,gk cet4 cet6 toefl,"n. 药丸, 弹丸, 屈辱, 胡说\nv. 做成药丸, 形成丸状, 服药丸, 挫败, 抢劫",4969,3425
sculpture,2536,0.00029180,ecdict_education,gk,gk cet6 ielts toefl,"n. 雕刻, 雕塑\nvt. 雕刻, 雕塑\nvi. 当雕刻师",3734,3427
flour,2537,0.00029163,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 面粉, 粉沫, 碎粉\n[医] 面粉, 麦粉",5355,3429
bare,2538,0.00029155,ecdict_education,gk,gk cet4 ielts toefl gre,"a. 赤裸的, 缺少的, 无遮蔽的, 坦率的\nvt. 使赤裸, 露出",3196,3430
rent,2539,0.00029129,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂\nvt. 租用, 租出\nvi. 出租\na. 分裂的, 破裂的\nrend的过去式和过去分词",2386,3433
bishop,2540,0.00029095,ecdict_education,gk,gk cet6,"n. 主教, (国际象棋中的)象, 热果子酒",2221,3437
pump,2541,0.00029036,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 抽水机, 打气筒, 泵, 抽吸\nvt. 用唧筒抽水, 打气, 盘问, 倾注, 使疲惫\nvi. 抽水, 上下(或往复)运动",4317,3444
pleased,2542,0.00029002,ecdict_education,gk,gk,"a. 高兴的, 喜欢的, 满足的",1916,3448
medal,2543,0.00028977,ecdict_education,gk,gk cet4 cet6 ielts gre,"n. 奖牌, 勋章\nvt. 授勋予",4212,3451
beg,2544,0.00028969,ecdict_education,gk,gk cet4 toefl,"v. 乞求, 乞讨, 请求",3537,3452
sponsor,2545,0.00028960,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 保证人, 赞助者, 发起者, 倡议者, 教父\nvt. 发起, 赞助, 倡议",4150,3453
export,2546,0.00028935,ecdict_education,gk,gk cet4 ielts,"n. 输出品, 输出\nvt. 输出, 出口\nvi. 输出物资\n[计] 导出",2231,3456
civilization,2547,0.00028910,ecdict_education,gk,gk cet4 cet6 toefl,"n. 文明, 教化\n[法] 文明, 文化, 文明国家的总称",6655,3459
midnight,2548,0.00028893,ecdict_education,gk,gk cet4 cet6 ielts,"n. 午夜, 子夜, 半夜\na. 午夜的, 半夜的",3635,3461
evident,2549,0.00028852,ecdict_education,gk,gk cet4 cet6 toefl,"a. 显然的, 明显的",2975,3466
greet,2550,0.00028777,ecdict_education,gk,gk cet4 cet6,"vt. 问候, 致敬, 欢迎, 映入眼帘",3303,3475
weakness,2551,0.00028678,ecdict_education,gk,gk cet4 cet6,"n. 虚弱, 薄弱, 弱点\n[经] 欲振乏力",2867,3487
classical,2552,0.00028662,ecdict_education,gk,gk cet4 cet6 ielts,"a. 古典的, 正统派的, 经典的\n[医] 古典的; 标准的, 典型的",2562,3489
unemployment,2553,0.00028637,ecdict_education,gk,gk cet6 ielts,"n. 失业, 失业人数\n[经] 失业",1495,3492
fold,2554,0.00028629,ecdict_education,gk,gk cet4 cet6 toefl gre,"n. 折层, 折, 羊栏, 折痕, 信徒\nvt. 折叠, 包, 合拢, 交迭\nvi. 折叠起来, 彻底失败\n[计] 折叠; 合并",3975,3493
flash,2555,0.00028571,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 闪光, 闪现, 一瞬间\nvi. 闪光, 闪现, 反射\nvt. 使闪光, 反射",4001,3500
reliable,2556,0.00028539,ecdict_education,gk,gk cet4 cet6 ielts toefl,"a. 可靠的, 可信赖的\n[法] 可靠的, 可信赖的, 确实的",3271,3504
architecture,2557,0.00028498,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 建筑学, 建筑式样\n[计] 体系结构",2712,3509
confuse,2558,0.00028425,ecdict_education,gk,gk cet4 cet6 ielts toefl,"vt. 使混乱, 使狼狈, 使困惑\n[法] 混淆",4666,3518
lecture,2559,0.00028361,ecdict_education,gk,gk cet4 cet6 ielts,"n. 演讲, 谴责, 讲稿\nvt. 演讲, 训诫, 说教\nvi. 讲演",2588,3526
trunk,2560,0.00028305,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 树干, 干线, 躯干, 主干, 象鼻, 箱子\nvt. 把...放入旅行箱内\na. 树干的, 躯干的, 干线的, 箱形的\n[计] 中继线; 母线",4993,3533
swallow,2561,0.00028289,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 燕子, 吞咽, 喉\nvt. 咽, 淹没, 吞没, 耗尽, 轻信, 忍受, 抑制\nvi. 吞下, 咽下",3290,3535
trap,2562,0.00028265,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 圈套, 陷阱, 诡计, 存水弯\nvi. 设圈套, 设陷阱\nvt. 诱捕, 诱骗, 抓住, 使受限制\n[计] 俘获; 陷井",3373,3538
restrict,2563,0.00028257,ecdict_education,gk,gk cet4 cet6 toefl,"vt. 限制, 限定, 约束\n[医] 限制",2207,3539
cloth,2564,0.00028249,ecdict_education,gk,gk cet4 ielts,"n. 布料, 织品, 布\n[建] 布",3307,3540
companion,2565,0.00028193,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 朋友, 陪伴, 指南, 升降口围罩\nvt. 陪伴",3024,3547
nail,2566,0.00028121,ecdict_education,gk,gk cet4 cet6 toefl,"n. 钉子, 指甲\nvt. 用钉钉牢, 使固定, 截住, 揭露",3556,3556
burst,2567,0.00028090,ecdict_education,gk,gk cet4 cet6 toefl,"n. 破裂, 突发, 爆发\nv. 爆裂, 突发, 充满\n[计] 二进制位组; 字符组; 脉冲串",3011,3560
cave,2568,0.00028074,ecdict_education,gk,gk cet4 cet6 ielts,"n. 洞, 穴\nvi. 凹陷, 塌落\nvt. 挖洞, 使凹陷, 损坏...的基础",4161,3562
southwest,2569,0.00028058,ecdict_education,gk,gk cet4 cet6,"n. 西南, 西南方, 西南地区\na. 西南的, 来自西南方的\nadv. 往西南, 来自西南",15280,3564
herb,2570,0.00027988,ecdict_education,gk,gk cet6 ielts toefl,"n. 药草, 香草\n[医] 草, 草本, 草药",5112,3573
flood,2571,0.00027917,ecdict_education,gk,gk cet4 cet6 toefl,"n. 洪水, 大量之水, 涨潮\nvt. 淹没, 使泛滥, 注满\nvi. 被淹, 溢出, 涌进",4100,3582
ownership,2572,0.00027894,ecdict_education,gk,gk cet4 cet6 ielts,"n. 所有权, 物主身份\n[经] 所有权, 所有制",2672,3585
consult,2573,0.00027847,ecdict_education,gk,gk cet4 cet6 ielts toefl,"vi. 商讨, 商量, 协商, 会诊\nvt. 向...请教, 查阅, 考虑",2826,3591
possession,2574,0.00027832,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 拥有, 占有, 所有, 财产, 领土, 领地, 自制, 着迷\n[经] 占有, 持有",2337,3593
forgive,2575,0.00027816,ecdict_education,gk,gk cet4 cet6 ielts,"vt. 原谅, 宽恕, 免除\n[法] 免除, 宽恕, 原谅",3395,3595
basement,2576,0.00027793,ecdict_education,gk,gk cet6 ielts toefl,"n. 地下室, 墙脚\n[化] 地下室",5987,3598
maximum,2577,0.00027755,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 极点, 最大量, 极大\na. 最高的, 最大的, 最大极限的\n[计] 最大值",2427,3603
announcement,2578,0.00027747,ecdict_education,gk,gk ielts toefl,"n. 公告, 发表, 告知\n[经] 通告, 布告, 公告",2825,3604
questionnaire,2579,0.00027732,ecdict_education,gk,gk cet6 ielts toefl,"n. 调查表, 问卷\n[经] 调查表",4043,3606
mud,2580,0.00027701,ecdict_education,gk,gk cet4 cet6 toefl,"n. 泥, 诽谤\nvt. 弄脏",3520,3610
privilege,2581,0.00027685,ecdict_education,gk,gk cet4 cet6 ielts toefl gre,"n. 特权, 特别恩典, 基本权利, 特免\nvt. 给与...特权, 特免",3017,3612
temple,2582,0.00027655,ecdict_education,gk,gk cet4 cet6 ielts toefl,"n. 圣堂, 庙宇, 教堂, 礼拜堂, 太阳穴, 鬓角\n[医] 颞颥, 颞部",3448,3616
broadcast,2583,0.00027647,ecdict_education,gk,gk cet4 toefl,"n. 广播, 传播\na. 广播的\nv. 广播\nadv. 经广播, 四散地\n[计] 广播命令, 广播",5111,3617
suck,2584,0.00027640,ecdict_education,gk,gk cet4 cet6 ielts,"vt. 吸, 吮, 吸入, 吮吸, 吸收\nvi. 吸, 吸奶\nn. 吸, 吸入, 吮吸",4142,3618
random,2585,0.00027632,ecdict_education,gk,gk cet6 ielts toefl gre,"n. 随意, 随机\na. 任意的, 随便的, 胡乱的, 随机的\nadv. 胡乱地",3811,3619
curtain,2586,0.00027609,ecdict_education,gk,gk cet4 cet6 toefl,"n. 帐, 幕, 窗帘\nvt. 装帘子于, 遮蔽",2492,3622
wrist,2587,0.00027594,ecdict_education,gk,gk cet4 cet6 toefl gre,"n. 手腕, 腕关节\n[医] 腕",4394,3624
cattle,2588,0.00027556,ecdict_education,gk,gk cet4 cet6 ielts,"n. 牛, 家畜\n[法] 家畜",2973,3629
minimum,2589,0.00027525,ecdict_education,gk,gk cet4 cet6 ielts toefl,"a. 最小的, 最低的\nn. 最小值\n[计] 最小值",2715,3633
database,2590,0.00027488,ecdict_education,gk,gk ielts,n. 数据库\n[计] 数据库,2072,3638
uncomfortable,2591,0.00027473,ecdict_education,gk,gk cet4 cet6 ielts,"a. 不舒服的, 不自在的, 不安的",4465,3640
